Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CFB	gene	CFB	Expert Review Green;NHS GMS;Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Haemolytic uraemic syndrome;aHUS;Hemolytic uremic syndrome, atypical, susceptibility to, 4, 612924;C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN;MPGN;Membranoproliferative glomerulonephritis	138470			25758434;17182750;21902819;26283675			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000243649	ENSG00000243649	HGNC:1037													
CFH	gene	CFH	NHS GMS;Expert Review Green;UKGTN;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hemolytic uremic syndrome, atypical, susceptibility to, 1 235400	134370			26826462			3		13.1			ENSG00000000971	ENSG00000000971	HGNC:4883													
CFH	gene	CFH	NHS GMS;Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN;Hemolytic uremic syndrome, atypical, susceptibility to, 1, 235400;Dense Deposit Disease;Membranoproliferative Glomerulonephritis Type II;Immune-complex-mediated MPGN	134370			24172683;16612335;24722444;27458560;9312129			3		13.1			ENSG00000000971	ENSG00000000971	HGNC:4883													
CFHR1	gene	CFHR1	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN;Hemolytic uremic syndrome, atypical, susceptibility to, 235400;Immune-complex-mediated MPGN	134371			24172683;23728178;24334459;20800271;27458560			3		13.1			ENSG00000244414	ENSG00000244414	HGNC:4888													
CFHR1	gene	CFHR1	NHS GMS;Expert Review Green;UKGTN	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Hemolytic uremic syndrome, atypical, susceptibility to	235400"	134371			16998489;17367211			3		13.1			ENSG00000244414	ENSG00000244414	HGNC:4888													
CFHR2	gene	CFHR2	Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN;Immune-complex-mediated MPGN	600889			24172683;24334459;23728178;20800271;22456601;27458560			3		13.1			ENSG00000080910	ENSG00000080910	HGNC:4890													
CFHR3	gene	CFHR3	Expert Review Green;Literature;UKGTN	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Hemolytic uremic syndrome, atypical, susceptibility to	235400"	605336			16998489;17367211			3		13.1			ENSG00000116785	ENSG00000116785	HGNC:16980													
CFHR5	gene	CFHR5	Expert Review Green;NHS GMS;Expert list	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN;Nephropathy due to CFHR5 deficiency, OMIM:614809;Immune-complex-mediated MPGN;CFHR5 nephropathy;Haematuria;Chronic Kidney Disease;Proteinuria;End stage renal disease	608593			24172683;20800271;24067434;23728178;27458560;21566112;32928961;22503529;30844074;28729035;27490940;28729035;27490940;33753502;30197990			3		13.1		Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000134389	ENSG00000134389	HGNC:24668													
CFI	gene	CFI	Expert Review Green;NHS GMS;Expert list	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	C3 glomerulopathy;C3G;Immune complex MPGN;IC-MPGN;Immune-complex-mediated MPGN;Hemolytic uremic syndrome, atypical, susceptibility to, 3,612923	217030			24172683;18371543;22456601;27458560			3		13.1			ENSG00000205403	ENSG00000205403	HGNC:5394													
CFI	gene	CFI	NHS GMS;Expert Review Green;UKGTN;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hemolytic uremic syndrome, atypical, susceptibility to, 3, OMIM:612923;Complement factor I deficiency, OMIM:610984	217030			16621965;17597211;15173250;23685748;17018561;10352206			3		13.1			ENSG00000205403	ENSG00000205403	HGNC:5394													
CHD7	gene	CHD7	Expert Review Green	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	CHARGE syndrome, OMIM:214800	608892						3		13.1			ENSG00000171316	ENSG00000171316	HGNC:20626													
CHRM3	gene	CHRM3	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Prune belly syndrome, OMIM:100100;Megacystis;Urinary Bladder Disease	118494			10944224;22077972;31441039			3		13.1			ENSG00000133019	ENSG00000133019	HGNC:1952													
CLCN5	gene	CLCN5	Expert Review Green;NHS GMS;Literature	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Dent disease 1, OMIM:300009;Hypophosphatemic rickets, OMIM:300554;Nephrolithiasis, type I, OMIM:310468;Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, OMIM:308990	300008			7922301;8559248;9259268;9187673;9602200;14569459;16041495;16247550;19673950;37641036			3		13.1			ENSG00000171365	ENSG00000171365	HGNC:2023													
CLCN5	gene	CLCN5	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Dent disease 1, OMIM:300009	300008						3		13.1			ENSG00000171365	ENSG00000171365	HGNC:2023													
CLCN5	gene	CLCN5	Expert Review Green;Expert;UKGTN;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Dent Disease;Dent disease, 300009;Nephrolithiasis, type I, 310468Hypophosphatemic rickets, 300554;Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, 308990;Nephrocalcinosis with low molecular weight proteinuria and pregressive CKD	300008						3		13.1			ENSG00000171365	ENSG00000171365	HGNC:2023													
CLCN5	gene	CLCN5	NHS GMS;Expert Review Green;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Dent disease, 300009;Nephrolithiasis, type I, 310468;Hypophosphatemic rickets, 300554;Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, 308990	300008			27757584;25907713;23886564			3		13.1			ENSG00000171365	ENSG00000171365	HGNC:2023													
CLCNKB	gene	CLCNKB	NHS GMS;Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;UKGTN	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 3, OMIM:607364;Bartter disease type 3, MONDO:0011822;Bartter syndrome, type 4b, digenic, OMIM:613090;Bartter disease type 4B, MONDO:0000909	602023			28018459;23550235			3		13.1			ENSG00000184908	ENSG00000184908	HGNC:2027													
CLCNKB	gene	CLCNKB	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 3, OMIM:607364;Bartter disease type 3, MONDO:0011822;Bartter syndrome, type 4b, digenic, OMIM:613090;Bartter disease type 4B, MONDO:0000909	602023			9326936;18310267;32506365;32488762;30999883;26770037;27103762			3		13.1			ENSG00000184908	ENSG00000184908	HGNC:2027													
CLDN10	gene	CLDN10	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypokalemic-alkalotic salt-losing tubulopathy;HELIX syndrome, OMIM:617671	617579			19307729;31671507			3		13.1			ENSG00000134873	ENSG00000134873	HGNC:2033													
CLDN16	gene	CLDN16	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 3, renal 248250	603959			10390358;10878661;16528408;16501001;26426912			3		13.1			ENSG00000113946	ENSG00000113946	HGNC:2037													
CLDN16	gene	CLDN16	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 3, renal, OMIM:248250	603959						3		13.1			ENSG00000113946	ENSG00000113946	HGNC:2037													
CLDN19	gene	CLDN19	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypomagnesemia 5, renal, with ocular involvement, 248190	610036			17033971;22422540;27530400			3		13.1			ENSG00000164007	ENSG00000164007	HGNC:2040													
CLDN19	gene	CLDN19	Expert Review Green;Expert	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	hypomagensemia with nephrocalcinosis;Hypomagnesemia 5, renal, with ocular involvement	610036			PMID: 17033971			3		13.1			ENSG00000164007	ENSG00000164007	HGNC:2040													
CNNM2	gene	CNNM2	NHS GMS;Expert Review Green;Expert list	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Hypomagnesemia 6, renal, OMIM:613882;Hypomagnesemia, seizures, and mental retardation, OMIM:616418;renal hypomagnesemia 6, MONDO:0013480;Hypomagnesemia, seizures, and mental retardation, MONDO:0014631	607803			33600043;30026055;32997713;34604137;33859252;24699222;35002148;21397062			3		13.1		Other	ENSG00000148842	ENSG00000148842	HGNC:103													
COL4A1	gene	COL4A1	NHS GMS;Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Exophytic renal cysts;haematuria;Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps OMIM:611773	120130			18160688;20818663;27190376;26839400;26260163;28717939;19238787			3		13.1			ENSG00000187498	ENSG00000187498	HGNC:2202													
COL4A1	gene	COL4A1	Expert Review Green;Expert Review	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Exophytic renal cysts;raised creatinine kinase;tortuous retinal vessels;intracranial anuerysms;haematuria;Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps 611773	120130			18160688;20818663			3		13.1			ENSG00000187498	ENSG00000187498	HGNC:2202													
COL4A3	gene	COL4A3	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;UKGTN;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Alport syndrome, autosomal dominant OMIM:104200;Alport syndrome, autosomal recessive OMIM:203780;Hematuria, benign familial OMIM:141200	120070			17942953;30506145;29987460;24052634			3		13.1		Other - please provide details in the comments	ENSG00000169031	ENSG00000169031	HGNC:2204													
COL4A3	gene	COL4A3	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Alport syndrome, autosomal dominant #104200;Alport syndrome, autosomal recessive #203780;Hematuria, benign familial #141200	120070			30506145;29987460;24052634			3		13.1			ENSG00000169031	ENSG00000169031	HGNC:2204													
COL4A4	gene	COL4A4	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Alport syndrome 2, autosomal recessive, OMIM:203780;Hematuria,familial benign, OMIM:141200	120131			30506145;29987460;24052634			3		13.1			ENSG00000081052	ENSG00000081052	HGNC:2206													
COL4A4	gene	COL4A4	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;UKGTN;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Alport syndrome 2, autosomal recessive OMIM:203780;Hematuria, familial benign OMIM:141200	120131			17942953;30506145;29987460;24052634			3		13.1		Other - please provide details in the comments	ENSG00000081052	ENSG00000081052	HGNC:2206													
COL4A5	gene	COL4A5	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing;UKGTN;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Alport syndrome 1, X-linked OMIM:301050	303630			14514738			3		13.1		Other - please provide details in the comments	ENSG00000188153	ENSG00000188153	HGNC:2207													
COL4A5	gene	COL4A5	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Alports;Familial benign haematuria;Alport syndrome;proteinuria;haematuria;FSGS	303630			29987460;29270492			3		13.1			ENSG00000188153	ENSG00000188153	HGNC:2207													
COQ2	gene	COQ2	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Coenzyme Q10 deficiency, primary, 1, OMIM:607426	609825			17855635;29637272;30180404			3		13.1			ENSG00000173085	ENSG00000173085	HGNC:25223													
COQ6	gene	COQ6	NHS GMS;Expert Review Green;Eligibility statement prior genetic testing	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Coenzyme Q10 deficiency, primary, 6 #614650	614647			21540551			3		13.1			ENSG00000119723	ENSG00000119723	HGNC:20233													
COQ8B	gene	COQ8B	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 9 #615573	615567			24270420			3		13.1			ENSG00000123815	ENSG00000123815	HGNC:19041													
CRB2	gene	CRB2	Expert Review Green;NHS GMS;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid resistant nephrotic syndrome;Focal segmental glomerulosclerosis 9 #616220;Ventriculomegaly with cystic kidney disease #219730	609720			25557779;27942854;29473663			3		13.1			ENSG00000148204	ENSG00000148204	HGNC:18688													
CRB2	gene	CRB2	Expert Review;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Ventriculomegaly with cystic kidney disease 219730	609720			25557780			3		13.1			ENSG00000148204	ENSG00000148204	HGNC:18688													
CSPP1	gene	CSPP1	Orphanet;Expert Review Green;Expert list;Other	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Meckel syndrome;Joubert syndrome 21;Meckel-Gruber syndrome	611654			24360807;24360803;24360808			3		13.1			ENSG00000104218	ENSG00000104218	HGNC:26193													
CTNS	gene	CTNS	NHS GMS;Literature;Radboud University Medical Center, Nijmegen;Expert Review;UKGTN;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Cystinosis, atypical nephropathic 219800;Cystinosis, late-onset juvenile or adolescent nephropathic 219900;Cystinosis, nephropathic 219800;Cystinosis, ocular nonnephropathic 219750	606272			27604308;9537412;19863563;35137071			3		13.1			ENSG00000040531	ENSG00000040531	HGNC:2518													
CUBN	gene	CUBN	NHS GMS;Expert Review Green;Expert;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Megaloblastic anemia-1, Finnish type, 261100;Megaloblastic Anemia;(originally on the Imerslund-Grasbeck syndrome gene panel)	602997			21903995;22574174			3		13.1			ENSG00000107611	ENSG00000107611	HGNC:2548													
CUL3	gene	CUL3	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Pseudohypoaldosteronism, type IIE, 214496	603136			22266938			3		13.1			ENSG00000036257	ENSG00000036257	HGNC:2553													
CYP24A1	gene	CYP24A1	Expert Review Green;NHS GMS	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypercalcemia, infantile, 1 143880	126065			21675912;22047572			3		13.1			ENSG00000019186	ENSG00000019186	HGNC:2602													
CYP24A1	gene	CYP24A1	Expert Review Green;NHS GMS;Expert list	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Hypercalcemia, infantile, 1, OMIM:143880;hypercalcemia, infantile, 1, MONDO:0020739	126065			27105398;28324001;21675912;22337913;24235083;26214117;2712945;34307984;38504242;33249478			3		13.1			ENSG00000019186	ENSG00000019186	HGNC:2602													
CYP24A1	gene	CYP24A1	Expert Review Green;Expert;Radboud University Medical Center, Nijmegen;Illumina TruGenome Clinical Sequencing Services	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Infantile Hypercalcemia;Hypercalcemia, infantile, 143880;Infantile hypercalcaemia	126065						3		13.1			ENSG00000019186	ENSG00000019186	HGNC:2602													
DAAM2	gene	DAAM2	Expert Review Green;Literature	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	steroid-resistant nephrotic syndrome MONDO:0044765	606627			33232676			3		13.1			ENSG00000146122	ENSG00000146122	HGNC:18143													
DDX59	gene	DDX59	Expert Review Green;Expert list;Radboud University Medical Center, Nijmegen;UKGTN;Expert Review Green	Unexplained young onset end-stage renal disease			BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome V, 174300	615464			29127725;23972372;28711741			3		13.1			ENSG00000118197	ENSG00000118197	HGNC:25360													
